Frequency (Hz)	Level (dB)
952.148438	-74.539139
953.125000	-73.559731
954.101562	-75.138893
955.078125	-74.306168
956.054688	-74.438469
957.031250	-73.911446
958.007812	-75.351822
958.984375	-74.986458
959.960938	-76.320511
960.937500	-75.854362
961.914062	-75.431076
962.890625	-75.061714
963.867188	-74.348961
964.843750	-74.406731
965.820312	-75.549255
966.796875	-75.904831
967.773438	-76.600876
968.750000	-76.168320
969.726562	-75.460266
970.703125	-74.541138
971.679688	-75.363815
972.656250	-75.216301
973.632812	-74.935524
974.609375	-74.635315
975.585938	-75.141319
976.562500	-75.492966
977.539062	-75.167175
978.515625	-75.638252
979.492188	-74.999527
980.468750	-74.960747
981.445312	-75.721619
982.421875	-75.372643
983.398438	-74.759132
984.375000	-76.583458
985.351562	-75.893379
986.328125	-75.460091
987.304688	-74.481255
988.281250	-75.657455
989.257812	-77.777115
990.234375	-76.433853
991.210938	-76.142387
992.187500	-75.259430
993.164062	-76.095047
994.140625	-76.138451
995.117188	-75.418182
996.093750	-76.038223
997.070312	-76.601952
998.046875	-76.287804
999.023438	-75.887558
1000.000000	-75.937263
1000.976562	-73.986847
1001.953125	-75.510506
1002.929688	-73.966446
1003.906250	-75.677284
1004.882812	-75.732674
1005.859375	-74.210991
1006.835938	-75.133797
1007.812500	-75.189903
1008.789062	-76.310509
1009.765625	-75.435379
1010.742188	-76.199158
1011.718750	-75.789391
1012.695312	-76.848122
1013.671875	-76.564636
1014.648438	-75.142509
1015.625000	-75.225937
1016.601562	-74.968155
1017.578125	-74.958878
1018.554688	-75.308670
1019.531250	-74.743362
1020.507812	-75.352417
1021.484375	-75.368248
1022.460938	-75.893562
1023.437500	-75.640526
1024.414062	-76.158379
1025.390625	-74.834892
1026.367188	-75.585411
1027.343750	-74.118248
1028.320312	-76.369942
1029.296875	-75.222191
1030.273438	-75.527206
1031.250000	-76.325684
1032.226562	-75.900536
1033.203125	-75.288910
1034.179688	-75.284645
1035.156250	-75.267982
1036.132812	-73.972099
1037.109375	-74.900368
1038.085938	-76.340538
1039.062500	-74.725525
1040.039062	-76.394127
1041.015625	-74.686569
1041.992188	-74.597298
1042.968750	-75.593323
1043.945312	-74.214317
1044.921875	-73.784508
1045.898438	-73.031807
1046.875000	-73.478249
1047.851562	-73.178009
1048.828125	-75.193741
1049.804688	-74.263718
1050.781250	-73.423820
1051.757812	-73.555969
1052.734375	-75.799942
1053.710938	-74.760246
1054.687500	-73.114426
1055.664062	-72.678116
1056.640625	-74.122467
1057.617188	-74.589668
1058.593750	-73.872437
1059.570312	-73.232094
1060.546875	-72.833946
1061.523438	-73.127808
1062.500000	-74.384315
1063.476562	-73.862061
1064.453125	-74.422081
1065.429688	-73.823929
1066.406250	-73.764084
1067.382812	-73.396034
1068.359375	-72.782272
1069.335938	-70.744736
1070.312500	-72.664742
1071.289062	-73.682449
1072.265625	-71.727142
1073.242188	-71.610786
1074.218750	-71.005730
1075.195312	-71.499039
1076.171875	-72.629639
1077.148438	-72.251106
1078.125000	-72.722466
1079.101562	-72.087463
1080.078125	-72.009628
1081.054688	-71.943008
1082.031250	-71.687500
1083.007812	-71.838547
1083.984375	-71.545204
1084.960938	-71.191727
1085.937500	-71.478455
1086.914062	-70.779350
1087.890625	-68.957054
1088.867188	-71.992020
1089.843750	-72.338104
1090.820312	-71.007202
1091.796875	-71.307724
1092.773438	-69.433395
1093.750000	-70.103264
1094.726562	-71.738861
1095.703125	-69.069351
1096.679688	-68.665894
1097.656250	-70.486069
1098.632812	-69.363968
1099.609375	-67.495743
1100.585938	-69.078911
1101.562500	-68.092308
1102.539062	-68.265198
1103.515625	-68.467079
1104.492188	-68.070000
1105.468750	-68.361519
1106.445312	-67.502853
1107.421875	-67.555786
1108.398438	-67.272911
1109.375000	-68.597305
1110.351562	-67.603889
1111.328125	-67.725929
1112.304688	-66.730682
1113.281250	-66.701073
1114.257812	-66.596039
1115.234375	-65.334915
1116.210938	-67.061050
1117.187500	-65.337715
1118.164062	-65.753281
1119.140625	-64.869019
1120.117188	-64.102356
1121.093750	-64.305428
1122.070312	-63.971558
1123.046875	-62.954224
1124.023438	-62.977699
1125.000000	-63.545326
1125.976562	-62.423183
1126.953125	-64.212578
1127.929688	-63.019745
1128.906250	-62.146633
1129.882812	-62.513214
1130.859375	-61.037472
1131.835938	-61.931206
1132.812500	-60.514828
1133.789062	-61.091618
1134.765625	-61.491879
1135.742188	-62.000648
1136.718750	-59.819538
1137.695312	-60.446110
1138.671875	-59.923988
1139.648438	-59.932350
1140.625000	-59.355469
1141.601562	-59.274010
1142.578125	-60.348881
1143.554688	-58.744652
1144.531250	-61.071217
1145.507812	-59.732624
1146.484375	-60.619160
1147.460938	-60.363983
1148.437500	-58.957863
1149.414062	-60.398994
1150.390625	-60.180626
1151.367188	-60.142841
1152.343750	-59.880150
1153.320312	-59.167778
1154.296875	-61.685116
1155.273438	-61.246342
1156.250000	-61.700569
1157.226562	-62.337032
1158.203125	-62.538074
1159.179688	-61.976639
1160.156250	-62.145939
1161.132812	-64.179550
1162.109375	-63.929745
1163.085938	-63.902653
1164.062500	-63.912754
1165.039062	-64.626991
1166.015625	-63.587803
1166.992188	-64.305672
1167.968750	-65.334251
1168.945312	-64.208115
1169.921875	-64.861900
1170.898438	-65.440468
1171.875000	-65.158951
1172.851562	-66.247871
1173.828125	-66.614746
1174.804688	-66.083351
1175.781250	-66.289551
1176.757812	-66.510246
1177.734375	-67.501602
1178.710938	-68.769089
1179.687500	-67.518486
1180.664062	-68.251457
1181.640625	-67.438011
1182.617188	-67.995796
1183.593750	-67.723709
1184.570312	-68.714249
1185.546875	-68.337059
1186.523438	-67.456528
1187.500000	-69.084877
1188.476562	-69.335396
1189.453125	-68.321960
1190.429688	-68.755013
1191.406250	-68.940506
1192.382812	-69.247437
1193.359375	-69.246452
1194.335938	-68.434700
1195.312500	-69.592079
1196.289062	-70.342323
1197.265625	-70.646515
1198.242188	-70.683472
1199.218750	-71.390366
1200.195312	-70.885567
1201.171875	-70.211533
1202.148438	-70.118011
1203.125000	-70.335762
1204.101562	-71.523766
1205.078125	-70.327965
1206.054688	-71.517632
1207.031250	-71.302002
1208.007812	-70.580353
1208.984375	-70.985039
1209.960938	-71.550789
1210.937500	-72.470650
1211.914062	-73.208176
1212.890625	-71.586159
1213.867188	-71.872635
1214.843750	-73.227898
