Frequency (Hz)	Level (dB)
1099.609375	-59.135872
1100.585938	-60.614796
1101.562500	-59.390560
1102.539062	-59.329132
1103.515625	-59.414246
1104.492188	-58.748550
1105.468750	-58.857975
1106.445312	-57.725426
1107.421875	-57.395702
1108.398438	-57.172646
1109.375000	-58.435852
1110.351562	-57.213634
1111.328125	-57.120861
1112.304688	-56.409176
1113.281250	-56.292179
1114.257812	-56.188995
1115.234375	-54.998928
1116.210938	-56.941170
1117.187500	-55.339386
1118.164062	-56.127190
1119.140625	-55.707989
1120.117188	-55.212326
1121.093750	-55.909267
1122.070312	-56.114655
1123.046875	-55.708488
1124.023438	-56.214020
1125.000000	-57.507744
1125.976562	-56.977974
1126.953125	-59.513447
1127.929688	-58.687469
1128.906250	-58.487675
1129.882812	-59.692589
1130.859375	-58.755199
1131.835938	-60.092087
1132.812500	-59.230591
1133.789062	-60.513371
1134.765625	-61.537617
1135.742188	-62.556808
1136.718750	-60.984539
1137.695312	-62.145901
1138.671875	-62.054031
1139.648438	-62.391968
1140.625000	-62.237499
1141.601562	-62.525471
1142.578125	-63.754665
1143.554688	-62.806263
1144.531250	-65.383995
1145.507812	-64.148094
1146.484375	-65.140770
1147.460938	-65.428993
1148.437500	-64.071548
1149.414062	-65.558975
1150.390625	-65.314728
1151.367188	-65.420670
1152.343750	-65.198212
1153.320312	-64.514725
1154.296875	-66.778885
1155.273438	-66.249756
1156.250000	-66.778458
1157.226562	-67.276421
1158.203125	-67.550858
1159.179688	-66.738976
1160.156250	-66.845909
1161.132812	-68.569580
1162.109375	-68.623238
1163.085938	-68.254906
1164.062500	-68.117195
1165.039062	-68.724983
1166.015625	-67.778664
1166.992188	-68.173897
1167.968750	-69.063026
1168.945312	-67.953918
1169.921875	-68.499596
1170.898438	-68.923065
1171.875000	-68.429054
1172.851562	-69.583389
1173.828125	-69.601646
1174.804688	-69.187225
1175.781250	-69.351349
1176.757812	-69.330841
1177.734375	-70.144821
1178.710938	-71.497971
1179.687500	-70.088264
1180.664062	-70.446579
1181.640625	-69.667061
1182.617188	-70.292122
1183.593750	-70.006645
1184.570312	-70.843002
1185.546875	-70.091957
1186.523438	-69.410339
1187.500000	-70.852905
1188.476562	-70.755363
1189.453125	-69.938545
1190.429688	-70.408005
1191.406250	-70.130882
1192.382812	-70.827217
1193.359375	-70.432541
1194.335938	-69.536949
1195.312500	-70.809753
1196.289062	-71.481133
1197.265625	-71.828125
1198.242188	-71.465782
1199.218750	-72.245712
1200.195312	-71.581230
1201.171875	-70.744804
1202.148438	-70.675369
1203.125000	-70.921844
1204.101562	-71.827667
1205.078125	-70.726501
1206.054688	-71.766365
1207.031250	-71.709831
1208.007812	-70.749298
1208.984375	-71.030907
1209.960938	-71.381157
1210.937500	-72.168335
1211.914062	-72.620934
1212.890625	-71.093315
1213.867188	-71.520729
